tweet,sentiment
hay organizaciones no gubernamentales repartiendo comida por los barrios. el fracaso del estado.,2
"el pais no deberia afirmar que entre ibarra y vara hubo nada en los congresos porque juan carlos no estuvo, y si hubiera estado, tampoco.",2
se esta pisoteando demasiada dignidad a demasiadas personas. en .. hogares no tiene trabajo ningun miembro de la unidad familiar.,2
mas de  millones de parados no tienen prestacion de desempleo ni ayuda. sobreviven en la economia sumergida y con redes familiares.,-1
es facil a un periodista contrastar una informacion. basta con llamar. intentar dividir a base de mentiras no es propio de un gran periodico,1
hay gente afortunada que aun se pregunta que hacer con su dinero.,2
clint easwood. que personaje! con su nombre sobran el resto de las palabras.. no tiene desperdicio.,-1
"para interesarse por el socialismo, teorica y/o practicamente, son mas sugerentes las elecciones francesas que el congreso del psoe.",-1
juan fernando con la guitarra antes de la batalla  esquina musical de una ultima cena.. twurl,-1
"hermosisima fotografia. tierra, mar y aire twurl",1
sobre bancos yo si haria caso a jose luis sampedro que ha trabajado tantos aos en uno.,1
"es muy dificil que francia suba eliva y espaa no, vamos me parece a mi. grecia confirma que pasa de alemania. maana animada reu en bruselas",2
viendo cine espaol twurl,-1
que momento para sacar la guitarra.. esquina musical de una ultima cena.. twurl,-1
echad un vistazo a esta foto: twurl en patrimonio mundial twurl.,-1
me encanta esta  foto: twurl en patrimonio mundial twurl.,1
".. y los chaconistas juan fernando, maru menendez y barreda juntos. poco arriesgado (y )",2
diseo por los cuatro costados.. muy pronto la prueba en motorlobby twurl,1
"ya me perdonareis pero, en politica, si me hablan de valores en vez de ideas me aparto.",-1
el miercoles comparece la ministra de sanidad y servicios sociales. le planteare que paralice los repagos y garantice la cobertura a parados,2
"la ue debate los efectos de la austeridad, francia sube el iva y digna derrota de rafa nadal. twurl",2
el menu de zapatero en la ultima cena: judias verdes (vainas) y carne o pescado a la plancha. que no estamos para fastos.,-1
esas bobaditas que nos gusta saber..,1
"sarko sube iva pero baja cuotas. es lo previsto para despues de las andaluzas? no es lo que reclamaba la ceoe, el iee, ata y el ief?",2
grian y recio tienen panico de que sus subordinados hablen twurl,2
"el mupam apuesta por el arte en femenino, con obras de mujeres del siglo xvi al xix twurl",1
arenas: beneficiar a los amigos con mil millones de los parados es un insulto twurl,2
la deuda andaluza en  estara en . millones: el pp aporta cifras y demuestra los enredos de grian twurl,-1
brutal derrick rose..,-1
"portada de 'publico', lunes. facturas falsas en la trama noos; protesta contra la impunidad del franquismo. twurl",2
"retwiteo a algunos fachas para que veais que existen y estan enardecidos, a pesar de tener a la derecha en el gobierno.",2
sigo con la economia del miedo. buenas noches.,2
"cansancio, cuando alguien te dice algo que oiste y respondiste hace ao y medio.",2
"buenas noches. esta es la portada de hoy, lunes  de enero twurl",-1
en bruselas esperando el debut de rajoy en el consejo de europa,1
muy buenas noches followercetes! twurl,1
"y buenos dias, aunque no os recomiendo salir a la calle tan temprano.",1
buenos dias a todos! asi amanece madrid: twurl,-1
"empieza el consejo europeo.cumbre europea para rajoy como presidente. temas principales, desempleo, techo del deficit y el pacto fiscal ue",2
"anticiclon,se van las lluvias y empieza a descolgarse una bolsa de aire frio que nos va a dejar temperaturas gelidas, desde mediados de semana",2
"que aerolinea ocupara las rutas de spanair.  en espaa, europeas,  a africa y  a asia? los nombres que mas suenan: ryanair y vueling",-1
"delegacion liga arabe tratara ante consejo seguridad onu, la escalada de violencia en siria. en ultimas h, segun opositores, muertos",2
buenos dias. sarkozy lo hace: mejorar la competitividad rebajando cotizaciones sociales y subiendo el iva. como lo hacemos aqui?,1
" familias desalojadas, esta noche, de un edificio en getafe,madrid, por una alta concentracion de monoxido de carbono detectada en sus casas",-1
"una lectura sobre reuniones davos: fundamentalismo de mercado trajo la crisis, priorizar  intereses de prestamistas trae la recesion.",2
"terremoto . cerca de la costa central de peru,segun datos registrados por el servicio de vigilancia geologica de los eeuu.sin datos de daos",2
"en alcala de henares, madrid, a las , am los termometros marcaban -.",-1
por el horario de los tuits de mis amigos franceses se deduce que se levantan mas temprano que aqui.,1
"bdias. dentro de una hora en cope hablaremos sobre la cumbre europea, el posible retraso de la jubilacion, garzon y el psoe.",2
buenos dias ;-)),1
y dicen que persiguen los eres . twurl,-1
la eurozona como protectorado . el gobierno aleman pasa de la intervencion a la ocupacion de grecia.,2
"buenos dias amigos, gracias por vuestros mensajitos y vuestro cario!!;)",1
portada el pais twurl ..,-1
portada abc twurl ..,-1
portada el mundo twurl ..,-1
portada la razon twurl ..,-1
portada la vanguardia twurl ..,-1
portada publico twurl ..,-1
portada el periodico twurl ..,-1
portada la gaceta twurl ..,-1
portada  minutos - valencia twurl ..,-1
portada marca twurl ..,-1
buen lunes,1
eduardo torres-dulce jura hoy el cargo de fiscal general del estado ante el rey en una ceremonia en el palacio de la zarzuela,-1
"hoy visita a la isla de el hierro,joya en medio del atlantico. acompao  a ss.aa.rr los principes de asturias.",1
"septima jornada de huelga en iberia. se quedaran en tierra  vuelos, algo mas del % del total",2
"para los que dicen que estar aqui es perder el tiempo o malgastarlo, acabo de recibir el dm . de peticiones directas sobre la ciudad ;-)",0
"buenos dias. lo primero, saludar. luego ya veremos. estoy en amsterdam. desayuno y vengo.",1
gracias por vuestras felicitaciones!!;) que majetes!!;),1
"que diran los forofos del ajuste cuando merkel diga que no es para tanto, que da mas tiempo para reducir deficit y que lo importante es crecer?",2
y este tio el djikovic?.. twurl,-1
"grian,firma hoy,decreto de disolucion del parlamento andaluz y convocatoria de elecciones el  marzo.la campaa empezara el ",-1
buenos dias a todos!,-1
ayer no quise entrar en polemica. hoy afirmo que el equipo de rubalcaba no tiene nada que ver cn la informacion de ayer de elpais.,-1
"grave acusacion la de elmundo de hoy. esta es una batalla entre compaeros, a favor del psoe y ha de ser de guante blanco asi lo queremos",2
empezamos ya!! hoy con alfredo perez rubalcaba.. twurl,1
lo nunca visto twurl,-1
la ue cierra hoy el corse de hierro del rigor y la disciplina fiscal. con ello asesta un nuevo golpe al empleo y al estado de bienestar.,1
"buenos dias, europa sigue ahi.",-1
"el pib cayo un , en el ultimo trimestre de . en el primero de  se apunta a una caida del ,. la recesion esta aqui.",2
ya esta por aqui rubalcaba..empezamos..,-1
"felicidades a los que hoy cumplen aos, que veo sois muchos!!;) y felicidades tambien al principe felipe, que cumple (creo)",1
"lo que nunca se olvida, era muy pequea, pero lo recuerdo perfectamente!! la imagen: omaira, twurl",1
"a por el lunes, que no nos lo ponen facil.",2
hoy encuentro con los vecinos para ver sobre el terreno las deficiencias de la barriada (@ sagrada familia) [pic]: twurl,2
"rubalcaba dice que cuando chacon dice que le integrara en su equipo lo hace por estrategia electoral, por ir se integradora (en desayunos tve)",-1
"la junta de andalucia elimino documentos tras salir a la luz el escandalo de los ere, segun la declaracion del imputado guerrero",2
odio el corrector del iphone!,2
rubalcaba se desvincula del reportaje de el pais sobre chacon y cia: yo no hago guerra sucia,2
"si lopez aguilar tocaba la guitarra en la cena de despedida de zapatero, quien daba el cante?",-1
"buenos dias,hoy retomo las reuniones con los alcaldes de mallorca.en esta ocasion hablaremos de ariany, art, banyalbufar y binissalem.",1
"la acusacion en la causa por los cobros en nueva york quiere que garzon responda por extorsion, lo que conlleva carcel twurl",2
"acabo de terminar una carrera de , km con un ritmo de '/km y un tiempo de :",-1
gracias a todos por los mensajes sobre la entrevista..tambien a los criticos..no puedo responder a todos..maana mas..,1
que preciosidad! dakuwaqa's garden - underwater footage from fiji & tonga: twurl,-1
"rajoy desconocido: sube en helicoptero, da dos ruedas de prensa..",2
meneame (si quieres): lo nunca visto twurl,1
"noticias de mucho miedo: lo que no mata a la levadura, la hace mas fuerte twurl",2
yo tambien creo que es mas que cohecho impropio. la acusacion contra garzon pedira que sea imputado por extorsion twurl,2
leyendo sobre la gestion de spanair descubres que los verdaderamente retrasados no eran sus vuelos.,2
"hoy mi recuerdo para alberto jimenez becerril y ascen, para sus hijos, familiares y amigos.  aos sin ellos desde el brutal atentado de eta",-1
de camino a la por radio,-1
la ultima vez que espaa bajo cotizaciones a cambio de iva fue en (o) con solbes de ministro (y yo jefe de gabinete).,2
manos limpias seala al fiscal del caso contra garzon como contaminado por denunciarle en relacion con el -m twurl,2
el mercado de suelo ahora no tiene precio las tasadoras avisan el suelo de la banca se devaluara mas a partir de julio twurl,2
buenaas.,-1
que tal por aqui? animado?,1
mariano rajoy llegara en breve a la comision europea para reunirse con barroso. le van a pedir  unos presupuestos reales cuanto antes,1
"me parece mejor un sistema de pensiones financiado, en parte, por la riqueza social general y no solo por salario de trabajadores activos!",1
curiosa la indignacion mutua entre los apoyos mediaticos de rubalcaba y chacon. vaya papelon de algunos.,2
"jarro de agua fria para rajoy al llegar a bruselas. la comision quiere ya los pge, a primeros de marzo. se lo esta pidiendo ahora durao",-1
"arenas, si la comision confirma su exigencia, tiene un problema. el ajuste de los pge se presupone historico",2
en la mismisima comision europea hay una pantalla en la que llaman a rajoy primer ministro twurl,-1
"ahora, a rajoy le queda que al final no ha tenido que subirse a un helicoptero.. la huelga general belga no se sta notando en bruselas",2
agenda parlamentaria. twurl,-1
burofantasia europea: una veintena de personas para entregar las acreditaciones al consejo,-1
"barroso mete prisa a rajoy para que presente cuanto antes los presupuestos. vamos, antes de las elecciones andaluzas / via efe",-1
"twurl para aquellos que me preguntaron donde podian conseguir el calendario del , ya esta en la tienda de la web.",1
que asco!!  leyendo - twurl,-1
el pasivo de spanair:  millones de euros. el despacho que ha presentado el concurso de acreedores: roca i junyent. todo queda en casa.,2
"rato, caruana, botin: en espaa no hay burbuja inmobiliaria. las burbujas estan vacias y la nuestra llena de cemento  twurl",-1
zp se arrepintio de no haber pinchado la burbuja. que diga porque! leyendo - twurl,2
quien necesitaba ciencia teniendo un milagro? leyendo - twurl,-1
"no vamos a subir los impuestos, sino a bajarlos leyendo - twurl",-1
el pp convoca con  minutos en la puerta del tribunal supremo para que cospedal haga declaraciones. tan lejos pilla la sede del pp?,-1
"mancha volcanica con la restinga al fondo, restingolitas echando humo sobre la superficie twurl",-1
"sarkozy recupera la tasa tobin en clave de campaa electoral. otros, mas a la izquierda, votaron en contra en el parlamento hasta el final.",1
el psoe pedira una comision de investigacion ante el presunto uso privado de medios municipales - twurl,-1
rajoy no tiene prisa con los presupuestos. esperara hasta las previsiones de la ceuropea ( feb) para fijar techo gasto,2
"a uno cuando cumple  le dicen la edad de cristo y yo digo..la edad de cristo cuando tenia , antes tuvo ,,..y asi hasta .  o no?",1
"en la celebracion del dia de la paz escolar y la no violencia, promovido por el colegio escuelas pias de logroo. twurl",1
"ya en el blog mi tribuna de ayer en abc triple cambio de planes, e ideologia sobre este gobierno tan progre del pp twurl",-1
a por rafa nadal vs djokovic twurl,-1
la tomatina arrasa en los oscar de bollywood..a ver si eso atrae al turismo indio! twurl,-1
la burocracia bloquea la apertura de la casa de miguel hernandez twurl,2
